,link,program,regdate,title,view_day,view_total,view_week,crawling_day,crawling_time
12154,http://www.tving.com/pick/player/top/PKC-1327619,메모리스트,2020.04.02,조한철의 기억에 갇힌 유승호...그곳에서 마주한 집행자의 모습,67,79,67,2020.04.03,1
12155,http://www.tving.com/pick/player/top/PKC-1327660,메모리스트,2020.04.02,※아지트수색※ 도주하는 조한철의 차에 올라탄 유승호,64,71,64,2020.04.03,1
12156,http://www.tving.com/pick/player/top/PKC-1327644,메모리스트,2020.04.02,"유승호에 제동 건 조성하, 집행자와 잘 아는 사이?",64,74,64,2020.04.03,1
12157,http://www.tving.com/pick/player/top/PKC-1327020,메모리스트,2020.04.02,[8화 예고] 기억을 지우는 초능력자를 쫓는 유승호x이세영!,59,1846,59,2020.04.03,1
12158,http://www.tving.com/pick/player/top/PKC-1325405,겟잇뷰티 2020,2020.03.30,[겟잇뷰티2020]코덕들의 필수템 뷰라벨 쿠션팩트!A부터 Z까지 찐꿀팁 대방출,56,6149,56,2020.04.03,1
12159,http://www.tving.com/pick/player/top/PKC-1141425,프리한마켓10,2019.08.01,눕자마자 곯아떨어지는 숙면템 10,56,15371,56,2020.04.03,1
12160,http://www.tving.com/pick/player/top/PKC-1326171,반의반,2020.03.31,"[5화 예고] 채수빈, 정해인식 사랑에 선긋기 ＂나 행복하려는 짝사랑＂",55,2462,55,2020.04.03,1
12161,http://www.tving.com/pick/player/top/PKC-1326764,TMI NEWS,2020.04.01,"[35회] 대한민국 3대 도둑, 그의 가장 큰 기쁨=태(太)희(喜) '비'",49,6071,49,2020.04.03,1
12162,http://www.tving.com/pick/player/top/PKC-1325831,eNEWS24,2020.03.31,"동방신기(TVXQ) 최강창민, 첫 솔로앨범 'Chocolate' 치명적 옴므 파탈 매력",46,1468,46,2020.04.03,1
12163,http://www.tving.com/pick/player/top/PKC-1327667,메모리스트,2020.04.02,"[9화 예고] 검은 얼굴, 붉은 눈…진범은 따로 있다!",43,43,43,2020.04.03,1
12164,http://www.tving.com/pick/player/top/PKC-1326754,TMI NEWS,2020.04.01,[35회] 현역 아이돌 최초 활동 중 결혼(⊙o⊙) 이제는 세 아이의 엄마로~ '선예',40,5566,40,2020.04.03,1
12165,http://www.tving.com/pick/player/top/PKC-1326814,TMI NEWS,2020.04.01,"[35회] 500만 원 현금다발 조카 돌잔치에 투척, FLEX~ '사이먼 도미닉'",39,2943,39,2020.04.03,1
12166,http://www.tving.com/pick/player/top/PKC-1326758,프리한마켓10,2020.04.01,[언박싱] ′어머 이게 뭐야♡′ 야망기자 문지애의 ★건식 족욕기★ 셀프언박싱!,37,1802,37,2020.04.03,1
12167,http://www.tving.com/pick/player/top/PKC-1325899,eNEWS24,2020.03.31,"(여자)아이들(G)I-DLE, 컴백 타이틀곡 'Oh my god' 히트 메이커 전소연 자작곡",34,1487,34,2020.04.03,1
12168,http://www.tving.com/pick/player/top/PKC-729717,나의 아저씨,2018.05.16,"[최종화 예고] 이선균X이지은, 이젠 웃으며 전할 수 있는 ′파이팅′",34,156544,34,2020.04.03,1
12169,http://www.tving.com/pick/player/top/PKC-1326782,TMI NEWS,2020.04.01,"[35회] ※특명※ 찐 조카 바보를 가려내라, 60초 TMI 인터뷰",32,1646,32,2020.04.03,1
12170,http://www.tving.com/pick/player/top/PKC-1326592,수미네 반찬,2020.04.01,삼시세끼 밥상지옥? 신봉선 감탄 연발! '총각두부짜글이' 하나 배워봐!,30,6325,30,2020.04.03,1
12171,http://www.tving.com/pick/player/top/PKC-1320071,슬기로운 의사생활,2020.03.20,빵구난 환자(?) 때문에 당황한 정경호와 환자를 당황케한 김대명 #잼과_악뮤사이,30,2165,30,2020.04.03,1
12172,http://www.tving.com/pick/player/top/PKC-38053,프로듀스 101,2016.08.09,[직캠] 최유정 - ♬WHATTA MAN @아이오아이 컴백 카운트다운,30,2956,30,2020.04.03,1
12173,http://www.tving.com/pick/player/top/PKC-1327019,메모리스트,2020.04.01,"[스톱 엔딩] 모든 것이 멈춘 순간, 살인마의 총구가 겨눠졌다!",28,565,28,2020.04.03,1
12174,http://www.tving.com/pick/player/top/PKC-1326581,더블 캐스팅,2020.04.01,"[예고] 본선 3라운드! 정말 꿈 같이 황홀해지는, 뮤지컬계 샛별 12명의 무대!",27,2077,27,2020.04.03,1
12175,http://www.tving.com/pick/player/top/PKC-1327010,메모리스트,2020.04.01,"단서를 모아 두뇌 풀가동한 유승호, 살인마의 비밀 통로 찾았다!",26,460,26,2020.04.03,1
12176,http://www.tving.com/pick/player/top/PKC-1326997,메모리스트,2020.04.01,"그분이 오셨다! 신들린 조한철 피셜, 피해자들의 공통점=유승호?",26,576,26,2020.04.03,1
12177,http://www.tving.com/pick/player/top/PKC-1326744,TMI NEWS,2020.04.01,[35회] 4년 만에 다복한 가족이 된 아이돌 커플 'FT아일랜드 최민환♥률희',26,6996,26,2020.04.03,1
12178,http://www.tving.com/pick/player/top/PKC-1325830,eNEWS24,2020.03.31,"'슬기로운 의사생활 OST' 조정석, '야! 나도 1위 할 수 있어' '아로하 꿀보이스 호평'",26,1811,26,2020.04.03,1
12179,http://www.tving.com/pick/player/top/PKC-1320063,슬기로운 의사생활,2020.03.20,급식 이모 대타(?) 조정석의 내 맘대로 소시지 배식~♡ #수요와공급,26,2688,26,2020.04.03,1
12180,http://www.tving.com/pick/player/top/PKC-1327337,오마이베이비,2020.04.02,[1차티저] 고민말고 GO! 결혼은 됐고 아이만 갖고 싶은 장나라의 과감한 선택! ＜오 마이 베이비＞,25,260,25,2020.04.03,1
12181,http://www.tving.com/pick/player/top/PKC-1326759,TMI NEWS,2020.04.01,"[35회] 비공개 결혼 NO, 완전 공개 YES! 동네방네 알리고픈 나의 결혼",24,9297,24,2020.04.03,1
12182,http://www.tving.com/pick/player/top/PKC-803120,김비서가 왜 그럴까,2018.07.26,[최종화 예고] 마지막까지 꽁냥 예약! 불러줘 ♡남.편♡,24,126732,24,2020.04.03,1
12183,http://www.tving.com/pick/player/top/PKC-1327351,요즘책방 : 책 읽어드립니다,2020.04.02,★[타인의 고통] 설민석 강독 풀버전★ 인간의 잔혹한 본능! 현대인의 무딘 감수성을 향한 경고장,23,375,23,2020.04.03,1
12184,http://www.tving.com/pick/player/top/PKC-1326936,메모리스트,2020.04.01,기억스캔 거절한 조한철! 자택 압수수색 가즈아~,23,473,23,2020.04.03,1
12185,http://www.tving.com/pick/player/top/PKC-1325919,메모리스트,2020.03.31,척하면 척★ 동백져스(aka.동백이와 아이들) 팀케미 모음zip,23,434,23,2020.04.03,1
12186,http://www.tving.com/pick/player/top/PKC-1325184,메모리스트,2020.03.30,사약NO 보약 원샷★동백x선미 둘만 빼고 설레는 투샷 모음zip,23,637,23,2020.04.03,1
12187,http://www.tving.com/pick/player/top/PKC-1317258,슬기로운 의사생활,2020.03.16,[●막둥이 연석 캠] 어마어마한 세트 소개부터 쌤들의 심장 박동 TMI까지♥,23,2803,23,2020.04.03,1
12188,http://www.tving.com/pick/player/top/PKC-1326967,메모리스트,2020.04.01,열흘 내로 무조건 잡는다! 수사욕 불타오른 유승호♨?,22,446,22,2020.04.03,1
12189,http://www.tving.com/pick/player/top/PKC-1326946,메모리스트,2020.04.01,"(소름) 유승호, 수상한 벽난로에서 발견한 희생자들의 뼈 (ft.조한철의 예언)",22,456,22,2020.04.03,1
12190,http://www.tving.com/pick/player/top/PKC-23130,응답하라 1988,2016.01.15, [최종화 예고] 혜리? 류혜영? 결혼식의 주인공은?,22,15073,22,2020.04.03,1
12191,http://www.tving.com/pick/player/top/PKC-1327393,라디오스타,2020.04.02,《스페셜》 트롯 대세 찐이야~~ 영탁 & 말랑두부 이찬원의 라스 나들이!,21,192,21,2020.04.03,1
12192,http://www.tving.com/pick/player/top/PKC-1326966,메모리스트,2020.04.01,"유일한 기억, 엄마 죽음의 진실! 조한철의 도발에 분노한 유승호",21,502,21,2020.04.03,1
12193,http://www.tving.com/pick/player/top/PKC-1326686,곽승준의 쿨까당,2020.04.01,살균 스프레이 때문에 코로나19 감염될 수 있다?,21,883,21,2020.04.03,1
12194,http://www.tving.com/pick/player/top/PKC-1325962,요즘책방 : 책 읽어드립니다,2020.03.31,글로벌 리더들을 변화시킨 인간관계의 바이블 [인간관계론],21,1669,21,2020.04.03,1
12195,http://www.tving.com/pick/player/top/PKC-857831,대탈출,2018.09.17,촬영 비하인드 스토리 대방출! 찝찝했던 단서들의 정체 공개!,21,26568,21,2020.04.03,1
12196,http://www.tving.com/pick/player/top/PKC-1327586,메모리스트,2020.04.02,'기억이 안 나..' 고창석x윤지온의 기억이 지워졌다! 살인마의 초능력=기억삭제,20,45,20,2020.04.03,1
12197,http://www.tving.com/pick/player/top/PKC-1327016,메모리스트,2020.04.01,"날카로운 이세영, *살인 패턴* 속에서 발견한 진짜 팩트 #잉크",20,480,20,2020.04.03,1
12198,http://www.tving.com/pick/player/top/PKC-1327007,메모리스트,2020.04.01,"조성하, 이세영에게 대기발령+비선수사 동시 지시?! #수상함_감지",20,451,20,2020.04.03,1
12199,http://www.tving.com/pick/player/top/PKC-1326978,메모리스트,2020.04.01,"포돌이로 변신한 유승호, 기억 스캔 레이더에 뭔가 걸렸다!",20,468,20,2020.04.03,1
12200,http://www.tving.com/pick/player/top/PKC-1326968,메모리스트,2020.04.01,＂부디 막으세요＂ 신들린(?) 조한철의 의미심장한 살인 예고!,20,442,20,2020.04.03,1
12201,http://www.tving.com/pick/player/top/PKC-1326740,TMI NEWS,2020.04.01,[35회] TMI NEWS 장난 아니에요~ 걱정하지 마 NO NO NO~ (with 창조&초롱),20,2620,20,2020.04.03,1
12202,http://www.tving.com/pick/player/top/PKC-1320062,슬기로운 의사생활,2020.03.20,다른 의미로 환자 심쿵하게 하는 정경호와 전미도! (극한 직업 전공의),20,2570,20,2020.04.03,1
12203,http://www.tving.com/pick/player/top/PKC-1326987,메모리스트,2020.04.01,"(레알 무당?) 추적 눈치챈 조한철, 눈앞에서 증거 삭.제.",19,462,19,2020.04.03,1
12204,http://www.tving.com/pick/player/top/PKC-1326976,메모리스트,2020.04.01,"살인현장, 생생하게 녹화된 증거 남기고 간 살인마 '집행자' #프로관종(?)",19,418,19,2020.04.03,1
12205,http://www.tving.com/pick/player/top/PKC-1326935,메모리스트,2020.04.01,"＂오실 줄 알았거든요＂ 조한철, 유승호x이세영을 기다렸다?!",19,437,19,2020.04.03,1
12206,http://www.tving.com/pick/player/top/PKC-1325066,대탈출 3,2020.03.29,단서 소리꾼 갓병재 대활약!! 천해명 귀사모가 여기서 또?!!,19,799,19,2020.04.03,1
12207,http://www.tving.com/pick/player/top/PKC-98996,eNEWS24,2016.06.16,신화 신혜성 ＂소년24 첫 등장 신화 데뷔 때 떠올라＂,19,4800,19,2020.04.03,1
12208,http://www.tving.com/pick/player/top/PKC-1327338,오마이베이비,2020.04.02,"[1차티저] 스포츠카 vs 유모차, 인생에 '스피드'가 필요한 장나라의 선택은? ＜오 마이 베이비＞ 5월 6일 첫 방송!",18,102,18,2020.04.03,1
12209,http://www.tving.com/pick/player/top/PKC-1326977,라디오스타,2020.04.01,＂문자 500통은 기본!＂ 폭주하는 트로트 스타들의 휴대폰!,18,985,18,2020.04.03,1
12210,http://www.tving.com/pick/player/top/PKC-1326739,TMI NEWS,2020.04.01,[35회] 이게 말이 돼..? 누추한 곳에 등장한 귀한 인간 가습기,18,5729,18,2020.04.03,1
12211,http://www.tving.com/pick/player/top/PKC-1325366,라디오스타,2020.03.30,"《셀프캠》 특집 '오늘은 미스터트롯' 임영웅, 영탁, 이찬원, 장민호",18,1264,18,2020.04.03,1
12212,http://www.tving.com/pick/player/top/PKC-1323427,메모리스트,2020.03.26,[7화 예고] ＂세 명이 더 죽게 될 겁니다＂ 충격적인 살인사건 예고?!,18,1369,18,2020.04.03,1
12213,http://www.tving.com/pick/player/top/PKC-1319630,오마이베이비,2020.03.20,[메이킹] 케미 요정 장나라와 고준x박병은x정건주의 만남♥ ＜오 마이 베이비＞ 대본 리딩 현장!,18,788,18,2020.04.03,1
12214,http://www.tving.com/pick/player/top/PKC-1097928,밥블레스유,2019.06.10,(예고) 1억뷰 돌파! 과연 100인분 도시락 배달에 성공할 수 있을까..??,18,7447,18,2020.04.03,1
12215,http://www.tving.com/pick/player/top/PKC-1327339,오마이베이비,2020.04.02,"[1차티저] 장나라, 다이아 반지보다 갖고 싶은 반지가 생겼다?! 과속필수 로맨스 ＜오 마이 베이비＞",17,149,17,2020.04.03,1
12216,http://www.tving.com/pick/player/top/PKC-1326587,이규연의 스포트라이트,2020.04.01,이규연의 스포트라이트 239회 예고,17,65,17,2020.04.03,1
12217,http://www.tving.com/pick/player/top/PKC-1323560,메모리스트,2020.03.27,[메이킹] 동백져스의 유잼모먼트+유승호x이세영의 쿵짝모먼트♥ 웃을 준비하고 들어오세요ㅋㅋㅋ #잇몸_건조_주의,17,857,17,2020.04.03,1
12218,http://www.tving.com/pick/player/top/PKC-1323238,슬기로운 의사생활,2020.03.26,모였다 하면 티격태격! '아로하'는 누구의 애창곡인가?! (빈틈없는 수다 타임♨),17,1745,17,2020.04.03,1
12219,http://www.tving.com/pick/player/top/PKC-1322954,TMI NEWS,2020.03.26,"[예고] 전현무, TMI NEWS에서 결혼 발표를?! 충격적으로 결혼 발표한 아이돌 & 조카 바보 아이돌 BEST 7!",17,7056,17,2020.04.03,1
18180,http://www.tving.com/pick/player/top/PKC-1327576,슬기로운 의사생활,2020.04.02,[5화 미리보기] 사랑 때문에 속타는 5인방?! 그들의 진심은?,8803,9560,8647,2020.04.03,9
18181,http://www.tving.com/pick/player/top/PKC-1327573,슬기로운 의사생활,2020.04.02,"정경호, 짜장면 먹으러 강원도까지? (이 분위기 뭐야♥)",856,1380,815,2020.04.03,9
18182,http://www.tving.com/pick/player/top/PKC-1327575,슬기로운 의사생활,2020.04.02,"[5화 예고] ＂혹시, 나 좋아해?' 율제 병원에 흐르는 미묘한 기류?",781,1273,719,2020.04.03,9
18183,http://www.tving.com/pick/player/top/PKC-1327511,슬기로운 의사생활,2020.04.02,"↖레츠기릿↖조정석vs곽선영, 익남매의 찰진 랩 배틀 (ft. 난 찬성일세)",594,1222,712,2020.04.03,9
18184,http://www.tving.com/pick/player/top/PKC-1327505,슬기로운 의사생활,2020.04.02,숨길 수 없는 DNA★ 오빠 조정석 똑닮 곽선영의 개그본능 (문턱 닳겠어요),499,1223,658,2020.04.03,9
18185,http://www.tving.com/pick/player/top/PKC-1327568,슬기로운 의사생활,2020.04.02,팔공 5인방 밴드 전설의 시작! '캐논',497,870,543,2020.04.03,9
18186,http://www.tving.com/pick/player/top/PKC-1327574,슬기로운 의사생활,2020.04.02,[5화 예고] ＂꼭 살려야 돼＂ 오늘도 고군분투하는 5인방!,467,786,443,2020.04.03,9
18187,http://www.tving.com/pick/player/top/PKC-1327298,프리한마켓10,2020.04.02,피부 나이 회춘시키는 탱-글탱글 매직템들 등장! 텤마통장!,435,791,602,2020.04.03,9
18188,http://www.tving.com/pick/player/top/PKC-1327522,슬기로운 의사생활,2020.04.02,(♡) 유연석이 툭 건넨 초코과자에 신현빈의 마음은 쿵!,403,836,502,2020.04.03,9
18189,http://www.tving.com/pick/player/top/PKC-1327530,슬기로운 의사생활,2020.04.02,"춤신춤왕 전미도, 교회를 뒤집어 놓으셨다! 내가 바로 프리마돈나♪",364,661,434,2020.04.03,9
18190,http://www.tving.com/pick/player/top/PKC-1327527,슬기로운 의사생활,2020.04.02,아빠 조정석이 버티는 힘 = 우리 우주 (오구오구♡),357,664,419,2020.04.03,9
18191,http://www.tving.com/pick/player/top/PKC-1327561,슬기로운 의사생활,2020.04.02,김대명 릴레이 연주에 조정석이 욱한 사연?! (ft. 전주 마스터),333,524,347,2020.04.03,9
18192,http://www.tving.com/pick/player/top/PKC-1325405,겟잇뷰티 2020,2020.03.30,[겟잇뷰티2020]코덕들의 필수템 뷰라벨 쿠션팩트!A부터 Z까지 찐꿀팁 대방출,307,5067,5116,2020.04.03,9
18193,http://www.tving.com/pick/player/top/PKC-1327543,슬기로운 의사생활,2020.04.02,환자 손 꼭 잡은 김대명의 따듯한 위로 ＂최선을 다하셨어요＂,301,502,349,2020.04.03,9
18194,http://www.tving.com/pick/player/top/PKC-1325190,슬기로운 의사생활,2020.03.30,[●홍일점 미도 캠] 99즈 밴드명이 ′미도와 파라솔♬′이 된 이유는? #릴레이캠 #3탄,274,2028,1482,2020.04.03,9
18195,http://www.tving.com/pick/player/top/PKC-1327553,슬기로운 의사생활,2020.04.02,"김대명을 무너뜨렸던 사건, 아버지의 외도와 여동생 실족사",247,471,297,2020.04.03,9
18196,http://www.tving.com/pick/player/top/PKC-1327668,메모리스트,2020.04.02,[9화 예고] 사라지는 기억 속 숨은 지우개를 찾아야 한다!,210,243,188,2020.04.03,9
18197,http://www.tving.com/pick/player/top/PKC-1327442,"하이바이, 마마!",2020.04.02,"[스페셜 예고] 찐청자들을 위한 ＜하이바이,마마! - 49일 환생 프로젝트 보고서＞ 미공개 메이킹 영상도 아낌없이 대방출!",181,310,258,2020.04.03,9
18198,http://www.tving.com/pick/player/top/PKC-1327337,오마이베이비,2020.04.02,[1차티저] 고민말고 GO! 결혼은 됐고 아이만 갖고 싶은 장나라의 과감한 선택! ＜오 마이 베이비＞,146,254,199,2020.04.03,9
18199,http://www.tving.com/pick/player/top/PKC-1327021,메모리스트,2020.04.02,"[8화 예고] 연쇄살인마 집행자, 유승호x이세영 동시에 노리는 이유는?",145,1103,992,2020.04.03,9
18200,http://www.tving.com/pick/player/top/PKC-1326592,수미네 반찬,2020.04.01,삼시세끼 밥상지옥? 신봉선 감탄 연발! '총각두부짜글이' 하나 배워봐!,141,4740,4641,2020.04.03,9
18201,http://www.tving.com/pick/player/top/PKC-1319630,오마이베이비,2020.03.20,[메이킹] 케미 요정 장나라와 고준x박병은x정건주의 만남♥ ＜오 마이 베이비＞ 대본 리딩 현장!,130,805,491,2020.04.03,9
18202,http://www.tving.com/pick/player/top/PKC-1327339,오마이베이비,2020.04.02,"[1차티저] 장나라, 다이아 반지보다 갖고 싶은 반지가 생겼다?! 과속필수 로맨스 ＜오 마이 베이비＞",123,180,134,2020.04.03,9
18203,http://www.tving.com/pick/player/top/PKC-1327338,오마이베이비,2020.04.02,"[1차티저] 스포츠카 vs 유모차, 인생에 '스피드'가 필요한 장나라의 선택은? ＜오 마이 베이비＞ 5월 6일 첫 방송!",117,167,123,2020.04.03,9
18204,http://www.tving.com/pick/player/top/PKC-1326745,프리한마켓10,2020.04.01,′하바마′ 김태희가 먹는 종합 비타민은?!,95,444,442,2020.04.03,9
18205,http://www.tving.com/pick/player/top/PKC-1327661,메모리스트,2020.04.02,격렬 몸싸움♨? 칼에 찔린 유승호와 총에 맞은 이세영...조한철의 승리?!,88,101,82,2020.04.03,9
18206,http://www.tving.com/pick/player/top/PKC-1327100,로드 투 킹덤,2020.04.02,"[Teaser] 그들의 전쟁이 시작됩니다, 살아남아라! ＜로드 투 킹덤＞ 4/30(목) 저녁 8시 첫.방.송",87,890,821,2020.04.03,9
18207,http://www.tving.com/pick/player/top/PKC-1327020,메모리스트,2020.04.02,[8화 예고] 기억을 지우는 초능력자를 쫓는 유승호x이세영!,84,945,829,2020.04.03,9
18208,http://www.tving.com/pick/player/top/PKC-1325964,요즘책방 : 책 읽어드립니다,2020.03.31,타인은 모두 관종?! 상대와 세상을 바꿀 인간관계의 바이블! [인간관계론],83,1182,934,2020.04.03,9
18209,http://www.tving.com/pick/player/top/PKC-1327666,메모리스트,2020.04.02,[반전 엔딩] 제대로 속았다! 살인마 ′지우개′로부터 딸을 지키려 했던 조한철!,82,101,71,2020.04.03,9
18210,http://www.tving.com/pick/player/top/PKC-1327662,메모리스트,2020.04.02,//총격전// 조한철 막아선 유승호x이세영 #일촉즉발의_순간,82,97,74,2020.04.03,9
18211,http://www.tving.com/pick/player/top/PKC-1327623,메모리스트,2020.04.02,"3일 만에 깨어난 유승호, 풀려난 조한철, 이세영 보고픈 고창석...",79,93,76,2020.04.03,9
18212,http://www.tving.com/pick/player/top/PKC-1326738,프리한마켓10,2020.04.01,전국의 옹성우들 주목! ′하루 물 한 병′의 비밀♪,77,539,542,2020.04.03,9
18213,http://www.tving.com/pick/player/top/PKC-1327683,신비아파트 고스트볼 더블X 6개의 예언,2020.04.03,친구를 버린 사람은 용서 못 해! 숲 속에서 야저귀가 된 이유?!,76,76,74,2020.04.03,9
18214,http://www.tving.com/pick/player/top/PKC-1327660,메모리스트,2020.04.02,※아지트수색※ 도주하는 조한철의 차에 올라탄 유승호,75,84,67,2020.04.03,9
18215,http://www.tving.com/pick/player/top/PKC-1327630,메모리스트,2020.04.02,'모르겠니? 내가 누군지...' 점차 드러나는 진재규의 정체,75,89,70,2020.04.03,9
18216,http://www.tving.com/pick/player/top/PKC-1326171,반의반,2020.03.31,"[5화 예고] 채수빈, 정해인식 사랑에 선긋기 ＂나 행복하려는 짝사랑＂",74,1049,708,2020.04.03,9
18217,http://www.tving.com/pick/player/top/PKC-1325914,tvN Shift 2020,2020.03.31,"'팬데믹 쇼크, 위기를 기회로' 전문가 5인의 릴레이 강연쇼 #tvN_Shift_2020",71,2145,2081,2020.04.03,9
18218,http://www.tving.com/pick/player/top/PKC-1327667,메모리스트,2020.04.02,"[9화 예고] 검은 얼굴, 붉은 눈…진범은 따로 있다!",69,95,49,2020.04.03,9
18219,http://www.tving.com/pick/player/top/PKC-1327599,메모리스트,2020.04.02,아버지의 죽음으로 이세영 자극하는 조한철 #진짜_무당(?),69,73,65,2020.04.03,9
18220,http://www.tving.com/pick/player/top/PKC-1327619,메모리스트,2020.04.02,조한철의 기억에 갇힌 유승호...그곳에서 마주한 집행자의 모습,67,82,63,2020.04.03,9
18221,http://www.tving.com/pick/player/top/PKC-1327642,메모리스트,2020.04.02,'엄마는..살해 당했어요' 진재규가 살인범이라 굳건히 믿는 딸,64,78,59,2020.04.03,9
18222,http://www.tving.com/pick/player/top/PKC-1327629,메모리스트,2020.04.02,※잡혔다※ 조한철의 미끼를 물어버린 경찰..도망쳐ㅠ,64,73,60,2020.04.03,9
18223,http://www.tving.com/pick/player/top/PKC-1327607,메모리스트,2020.04.02,′그믐이 가기 전 모두 죽으리..′ 기억스캔 허락한 조한철...3번째 살인까지 예언!?,64,71,60,2020.04.03,9
18224,http://www.tving.com/pick/player/top/PKC-1327682,신비아파트 고스트볼 더블X 6개의 예언,2020.04.03,"[대결]샌드맨 vs 야저귀, 귀신의 숲에서 한 판 승부!",63,63,62,2020.04.03,9
18225,http://www.tving.com/pick/player/top/PKC-1327650,메모리스트,2020.04.02,'세 번째 타겟이..나라면?' 집행자를 잡기 위한 유승호x이세영의 두뇌싸움,63,79,60,2020.04.03,9
18226,http://www.tving.com/pick/player/top/PKC-1327658,메모리스트,2020.04.02,"복수의 대상, 자신의 딸에게 다가가는 조한철...또 다른 살인일까",60,67,56,2020.04.03,9
18227,http://www.tving.com/pick/player/top/PKC-1327684,신비아파트 고스트볼 더블X 6개의 예언,2020.04.03,[소름]하리와 현우 등 뒤에 피의 표식이...?!,59,59,57,2020.04.03,9
18228,http://www.tving.com/pick/player/top/PKC-1325770,프리한19,2020.03.31,인간에게 보내는 지구의 마지막 경고 19,59,2518,2200,2020.04.03,9
18229,http://www.tving.com/pick/player/top/PKC-1327643,메모리스트,2020.04.02,//충격과거// 미치광이 진재규의 실체를 아는 목격자의 등장...그의 딸,58,69,52,2020.04.03,9
18230,http://www.tving.com/pick/player/top/PKC-1326997,메모리스트,2020.04.01,"그분이 오셨다! 신들린 조한철 피셜, 피해자들의 공통점=유승호?",56,41,22,2020.04.03,9
18231,http://www.tving.com/pick/player/top/PKC-1327680,신비아파트 고스트볼 더블X 6개의 예언,2020.04.03,[오싹]친구 배신하고 도망치면 이렇게 됨ㄷㄷ,55,55,55,2020.04.03,9
18232,http://www.tving.com/pick/player/top/PKC-1327655,메모리스트,2020.04.02,"이세영, 조한철이 숨겨준 공범의 정체 알아냈다!",55,72,51,2020.04.03,9
18233,http://www.tving.com/pick/player/top/PKC-1327644,메모리스트,2020.04.02,"유승호에 제동 건 조성하, 집행자와 잘 아는 사이?",55,63,52,2020.04.03,9
18234,http://www.tving.com/pick/player/top/PKC-1326978,메모리스트,2020.04.01,"포돌이로 변신한 유승호, 기억 스캔 레이더에 뭔가 걸렸다!",52,48,32,2020.04.03,9
18235,http://www.tving.com/pick/player/top/PKC-1326581,더블 캐스팅,2020.04.01,"[예고] 본선 3라운드! 정말 꿈 같이 황홀해지는, 뮤지컬계 샛별 12명의 무대!",51,1126,1048,2020.04.03,9
18236,http://www.tving.com/pick/player/top/PKC-1318761,프리한마켓10,2020.03.18,"[티저] 더 이상 쇼핑고민은 그만! 취향템만 쏙쏙, ＜프리한마켓10＞이 돌아왔습니다♪",51,2432,1486,2020.04.03,9
18237,http://www.tving.com/pick/player/top/PKC-1326759,TMI NEWS,2020.04.01,"[35회] 비공개 결혼 NO, 완전 공개 YES! 동네방네 알리고픈 나의 결혼",50,5018,5136,2020.04.03,9
18238,http://www.tving.com/pick/player/top/PKC-1327681,신비아파트 고스트볼 더블X 6개의 예언,2020.04.03,[공포]귀신의 숲에서 마주친 야저귀,49,49,49,2020.04.03,9
18239,http://www.tving.com/pick/player/top/PKC-1326975,메모리스트,2020.04.01,※미스터리※ 밤샘 감시에도 살인 사건은 벌어지고 말았다!,47,49,36,2020.04.03,9
18240,http://www.tving.com/pick/player/top/PKC-1327761,신청곡을 불러드립니다-사랑의 콜센타,2020.04.03,임영웅 ‘나무꾼’  일곱 나무꾼 총출동 🚨,46,46,46,2020.04.03,9
18241,http://www.tving.com/pick/player/top/PKC-1326987,메모리스트,2020.04.01,"(레알 무당?) 추적 눈치챈 조한철, 눈앞에서 증거 삭.제.",46,36,23,2020.04.03,9
18242,http://www.tving.com/pick/player/top/PKC-1327375,엠카운트다운,2020.04.02,[엠카 스쿨 특집] SF9 - 팡파레 (Fanfare),45,48,47,2020.04.03,9
18243,http://www.tving.com/pick/player/top/PKC-1327010,메모리스트,2020.04.01,"단서를 모아 두뇌 풀가동한 유승호, 살인마의 비밀 통로 찾았다!",44,41,27,2020.04.03,9
18244,http://www.tving.com/pick/player/top/PKC-1327007,메모리스트,2020.04.01,"조성하, 이세영에게 대기발령+비선수사 동시 지시?! #수상함_감지",44,45,33,2020.04.03,9
18245,http://www.tving.com/pick/player/top/PKC-1326976,메모리스트,2020.04.01,"살인현장, 생생하게 녹화된 증거 남기고 간 살인마 '집행자' #프로관종(?)",43,37,27,2020.04.03,9
18246,http://www.tving.com/pick/player/top/PKC-1326662,"하이바이, 마마!",2020.04.01,[메이킹] 마음이 따뜻해지는(?) 여의도 삼총사의 복수혈전ㅋㅋㅋ (feat.애교대장 조서우),41,311,248,2020.04.03,9
18247,http://www.tving.com/pick/player/top/PKC-1325830,eNEWS24,2020.03.31,"'슬기로운 의사생활 OST' 조정석, '야! 나도 1위 할 수 있어' '아로하 꿀보이스 호평'",39,1151,1120,2020.04.03,9
18248,http://www.tving.com/pick/player/top/PKC-1326986,메모리스트,2020.04.01,슈스 초능력자 유승호만의 인기 활용 수사! #사진찍고_시간끌기,38,41,26,2020.04.03,9
18249,http://www.tving.com/pick/player/top/PKC-1327367,엠카운트다운,2020.04.02,'Today's MCD' 원어스와 같이 엠카스쿨 가자!,37,37,37,2020.04.03,9
18250,http://www.tving.com/pick/player/top/PKC-1325255,로드 투 킹덤,2020.03.30,[사전 선호도 조사] TOO(티오오) 퍼포먼스 미리보기,36,533,498,2020.04.03,9
18251,http://www.tving.com/pick/player/top/PKC-1326988,메모리스트,2020.04.01,유승호x이세영 혈압 오르게 하는↖?막말 콤비↖? 살인용의자x언론사대표,34,30,17,2020.04.03,9
