,actor,broadcast_date,channel,count,crawling_day,crawling_time,genre,p_url,price,program,sale_day,sale_week,title,view_day,view_total,view_week
964,"임수정,장기용,이다희,전혜진,이재욱,지승현,권해효,김남희,우지현,오아연",20190725,,1.0,2020.04.04,14,드라마,,1650.0,검색어를 입력하세요 WWW,1.0,1.0,,367,400640.0,1642
965,,20191213,,1.0,2020.04.04,14,키즈/애니,,550.0,37화  닮은 사람끼리 견원지간,1.0,2.0,,363,68317.0,1731
966,,20200306,,1.0,2020.04.04,14,예능,,1650.0,슈가맨 3,1.0,2.0,,355,99701.0,2030
967,,20200401,,1.0,2020.04.04,14,예능,,1650.0,우리 다시 사랑할 수 있을까 시즌2,0.0,0.0,,349,2210.0,1278
968,,20200331,,1.0,2020.04.04,14,예능,,1650.0,<비디오 스타>,1.0,10.0,,347,4575.0,2471
969,,20200403,,1.0,2020.04.04,14,예능,,1650.0,끝까지 간다,0.0,0.0,,334,450.0,73
970,,20200331,,1.0,2020.04.04,14,예능,,1650.0,돈길만 걸어요 - 정산회담,1.0,4.0,,332,3331.0,2069
971,,20200402,,1.0,2020.04.04,14,예능,,1650.0,지구방위대,1.0,1.0,,328,503.0,326
972,"공지철,이동욱,김고은,유인나,육성재(BTOB)",20170121,,1.0,2020.04.04,14,드라마,,0.0,도깨비,1.0,2.0,,322,900234.0,1317
973,,20190928,,1.0,2020.04.04,14,드라마,,0.0,멜로가 체질,1.0,1.0,,312,335871.0,1946
974,,20200401,,1.0,2020.04.04,14,예능,,1650.0,주간아이돌,3.0,41.0,,311,3027.0,1391
975,"이지은,여진구,신정근,서이숙,배해선,표지훈,조현철,강홍석,이도현,이태선",20190901,,1.0,2020.04.04,14,드라마,,1650.0,호텔 델루나,2.0,3.0,,308,561189.0,1539
976,,20190427,,1.0,2020.04.04,14,키즈/애니,,550.0,타요의 장난감 어드벤처,1.0,1.0,,299,9654.0,217
977,,20200403,,1.0,2020.04.04,14,예능,,1650.0,사건반장,0.0,0.0,,295,12243.0,1571
978,,20191111,,1.0,2020.04.04,14,키즈/애니,,550.0,제24화 감기에 걸려서 심심해요/아빠가 건강검진을 받는대요/아기 타조의 엄마가 됐어요,2.0,4.0,,284,75575.0,1355
979,,20180805,,1.0,2020.04.04,14,드라마,,1650.0,라이프온마스,1.0,1.0,,281,219142.0,1357
980,,20200401,,1.0,2020.04.04,14,예능,,1650.0,한끼줍쇼 외전 - 한끼인의 밥상,0.0,0.0,,277,2073.0,1195
981,,20200403,,1.0,2020.04.04,14,드라마,,1650.0,장야2,0.0,0.0,,250,319.0,26
982,"오햇님,이나은,안인숙,김미구,오수진,하이프래,DashaKim,이혜주,김크리스탈",20200403,,1.0,2020.04.04,14,예능,,1650.0,겟잇뷰티 2020,2.0,2.0,,247,327.0,132
983,,20170822,,1.0,2020.04.04,14,예능/뮤직,,1650.0,신서유기_시즌4_감독판,1.0,2.0,,239,449558.0,1064
984,,20200327,,1.0,2020.04.04,14,드라마,,1650.0,눈물의 이별,1.0,7.0,,237,7011.0,3442
985,,20200314,,1.0,2020.04.04,14,예능,,1650.0,내일은 미스터트롯,1.0,1.0,,237,35108.0,1504
986,,20160116,,1.0,2020.04.04,14,드라마,,1650.0,응답하라1988,1.0,1.0,,229,649123.0,1146
987,"고수,김승욱,이성민,심은경,유태오,방은희,김정팔,최병모,최덕문,송재룡,김",20200305,,1.0,2020.04.04,14,드라마,,1650.0,머니게임,1.0,1.0,,219,49049.0,1511
988,"강호동,이수근,은지원,안재현,조규현,송민호",20170317,,1.0,2020.04.04,14,예능/뮤직,,1650.0,신서유기 시즌3 스페셜,1.0,1.0,,218,340840.0,1081
989,,20171227,,1.0,2020.04.04,14,드라마,,1650.0,<슬기로운 감빵생활> 비하인드,1.0,5.0,,214,130474.0,981
990,"도경수,남지현,조성하,조한철,김선호,한소희,김재영,안석환,정해균,이준혁",20181030,,1.0,2020.04.04,14,드라마,,1650.0,백일의낭군님,2.0,16.0,,208,230271.0,1695
991,"박민영,김재욱,안보현,박진주,정제원,김보라,홍서영,맹상훈,김미경,김선영",20190530,,1.0,2020.04.04,14,드라마,,1650.0,그녀의 사생활,1.0,4.0,,203,171886.0,882
992,"지성,한지민,장현덕,강한나,이정은,손종학,박원상,김수진,박재영,오의식,차",20180920,,1.0,2020.04.04,14,드라마,,1650.0,아는와이프,1.0,4.0,,195,147238.0,680
993,,20180517,,1.0,2020.04.04,14,드라마,,1650.0,나의 아저씨,1.0,1.0,,194,299596.0,841
994,,20200402,,1.0,2020.04.04,14,예능,,1650.0,M COUNTDOWN,1.0,1.0,,191,502.0,267
995,"이민기,정소민,박병은,이솜,김민석,김가은,김병옥,김선영,김응수,문희경,황",20171128,,1.0,2020.04.04,14,드라마,,0.0,이번 생은 처음이라,2.0,2.0,,190,318666.0,1044
996,,20200226,,1.0,2020.04.04,14,예능,,1650.0,놀라운 토요일 도레미마켓 미방분 스페셜,3.0,9.0,,187,37319.0,1105
997,,20180930,,1.0,2020.04.04,14,드라마,,0.0,미스터션샤인,1.0,3.0,,184,382764.0,879
998,,20200401,,1.0,2020.04.04,14,드라마,,1650.0,진심의 증거,0.0,0.0,,183,600.0,326
999,,20170928,,1.0,2020.04.04,14,드라마,,1650.0,굿 닥터 시즌1,0.0,0.0,,183,443.0,189
1000,"김혜인,조이현,김수진,조정석,안연석,정경호,김대명,전미도,김해숙,김갑수",20200402,,1.0,2020.04.04,19,드라마,,1650.0,슬기로운 의사생활,372.0,735.0,,143499,249239.0,120881
1001,,20200403,,1.0,2020.04.04,19,드라마,,1650.0,[무삭제판] 부부의 세계,217.0,120.0,,89837,101710.0,7465
1002,,20200402,,1.0,2020.04.04,19,드라마,,1650.0,메모리스트,36.0,51.0,,29393,47708.0,22029
1003,,20200403,,1.0,2020.04.04,19,드라마,,1650.0,부부의 세계,49.0,28.0,,23458,27112.0,1881
1004,,20200401,,1.0,2020.04.04,19,예능,,1650.0,하트시그널 시즌3,48.0,312.0,,16035,72571.0,33383
1005,"강호동,김종민,김동현,신동희,유병재,표지훈",20200329,,1.0,2020.04.04,19,예능,,1650.0,대탈출3,90.0,1641.0,,15944,196513.0,98068
1006,,20200402,,1.0,2020.04.04,19,예능,,1650.0,신청곡을 불러드립니다-사랑의 콜센타,24.0,33.0,,10402,17119.0,7183
1007,,20200403,,1.0,2020.04.04,19,예능,,1650.0,맛있는 녀석들,2.0,1.0,,9958,11676.0,1572
1008,,20200328,,1.0,2020.04.04,19,예능,,1650.0,아는 형님,2.0,85.0,,9575,133030.0,69480
1009,"김태희,이규형,고보결,서우진,김미경,박수영,김미수,신동미,오의식,윤수미",20200329,,1.0,2020.04.04,19,드라마,,1650.0,하이바이마마,5.0,250.0,,6817,121432.0,61433
1010,,20200329,,1.0,2020.04.04,19,드라마,,1650.0,루갈,5.0,68.0,,6339,72735.0,39457
1011,,20200403,,1.0,2020.04.04,19,예능,,1650.0,너의 목소리가 보여7,11.0,9.0,,6146,7580.0,1321
1012,"신동엽,이혜리,박나래,김동현,문세윤,이민호,표지훈,이준영,김미경",20200328,,1.0,2020.04.04,19,예능,,1650.0,도레미 마켓,5.0,137.0,,5099,90221.0,50025
1013,,20200331,,1.0,2020.04.04,19,드라마,,1650.0,날씨가 좋으면 찾아가겠어요,3.0,74.0,,4774,45527.0,23905
1014,,20200402,,1.0,2020.04.04,19,예능,,1650.0,[어서와 한국은 처음이지?],2.0,5.0,,4726,7819.0,3306
1015,,20200331,,1.0,2020.04.04,19,예능,,1650.0,연애의 참견 시즌3,1.0,8.0,,4391,19033.0,8713
1016,"유재석,조세호",20200325,,1.0,2020.04.04,19,예능,,1650.0,유 퀴즈 온 더 블럭,6.0,68.0,,4267,78855.0,25971
1017,,20200402,,1.0,2020.04.04,19,예능,,1650.0,도시어부2 : 대항해 시대,3.0,4.0,,3930,6048.0,2714
1018,,20200321,,1.0,2020.04.04,19,드라마,,1650.0,이태원 클라쓰,4.0,71.0,,3857,325445.0,22889
1019,,20200403,,1.0,2020.04.04,19,예능,,1650.0,마포 멋쟁이,0.0,0.0,,3838,4750.0,650
1020,"설민석,전현무,이동준,윤소희,장강명,김상욱,문가영",20200330,,1.0,2020.04.04,19,예능,,1650.0,책 읽어드립니다,2.0,28.0,,3757,28499.0,16061
1021,,20200326,,1.0,2020.04.04,19,예능,,1650.0,미스터트롯의 맛,4.0,59.0,,3716,43198.0,21064
1022,,20200403,,1.0,2020.04.04,19,드라마,,1650.0,유별나 문셰프,0.0,0.0,,3513,4195.0,409
1023,,20200329,,1.0,2020.04.04,19,예능,,1650.0,뭉쳐야 찬다,4.0,75.0,,3117,56136.0,30632
1024,,20200330,,1.0,2020.04.04,19,예능,,1650.0,77억의 사랑,8.0,49.0,,2739,21351.0,11795
1025,"정해인,채수빈,이하나,김성규,이나리,이정은,이승준,강봉성,김정우,우지현",20200331,,1.0,2020.04.04,19,드라마,,1650.0,반의반,2.0,72.0,,2653,24877.0,13323
1026,"강호동,김종민,신동희,유병재,김동현,표지훈",20190602,,1.0,2020.04.04,19,예능,,1650.0,대탈출2,9.0,51.0,,2529,307704.0,7948
1027,,20200331,,1.0,2020.04.04,19,예능,,1650.0,세상 어디에도 없는 ′아내의 맛′,8.0,15.0,,2501,23448.0,11551
1028,,20200402,,1.0,2020.04.04,19,키즈/애니,,550.0,"5화  위기에 처한 아이들, 귀신 숲의 함정",59.0,121.0,,2279,4391.0,1638
1029,,20200328,,1.0,2020.04.04,19,예능,,1650.0,트래블러-아르헨티나,1.0,43.0,,2232,31081.0,17746
1030,"서지혜,김정현,남경읍,방은진,최대훈,황진희,박형수,윤지영,고규필,임철수",20200216,,1.0,2020.04.04,19,드라마,,1650.0,사랑의 불시착,9.0,28.0,,2027,556752.0,7805
1031,"송은이,김숙,박나래,장도연",20200326,,1.0,2020.04.04,19,예능,,1650.0,밥블레스유2,1.0,31.0,,1823,32374.0,16267
1032,,20190609,,1.0,2020.04.04,19,예능,,1650.0,대탈출2 감독판,1.0,13.0,,1737,172580.0,5567
1033,,20200401,,1.0,2020.04.04,19,예능,,1650.0,차이나는 클라스,1.0,4.0,,1601,5403.0,2894
1034,,20200403,,1.0,2020.04.04,19,예능,,1650.0,내 안의 발라드,3.0,2.0,,1584,1888.0,307
1035,"이승기,김상욱,은지원,송민호,장도연,양정무,이서진,홍진경,한준희,박지윤",20200327,,1.0,2020.04.04,19,예능,,1650.0,금요일 금요일 밤에,1.0,32.0,,1567,37355.0,22871
1036,"강호동,김종민,신동희,유병재,김동현,표지훈",20180924,,1.0,2020.04.04,19,예능,,1650.0,대탈출,1.0,2.0,,1536,189259.0,4660
1037,"박해수,정경호,정수정,임화영,최명수,정웅인,박호산,정민성,안경찬,박형수",20180118,,1.0,2020.04.04,19,드라마,,0.0,슬기로운 감빵생활,2.0,16.0,,1319,399771.0,5163
1038,"이상준,최지용,임건희,신규진,정호철,박나래,김지민,신영일,허영지,박광수",20200322,,1.0,2020.04.04,19,예능,,1650.0,코미디빅리그,1.0,24.0,,1315,40438.0,8103
1039,,20200403,,1.0,2020.04.04,19,예능,,1650.0,모던 패밀리,0.0,0.0,,1171,1378.0,105
1040,"김난도,김영하,김정운,PaulKim",20200403,,1.0,2020.04.04,19,예능,,1650.0,tvN Shift 2020,5.0,3.0,,1118,1290.0,210
1041,,20200330,,1.0,2020.04.04,19,예능,,1650.0,무엇이든 물어보살,1.0,2.0,,1090,6546.0,3202
1042,,20200322,,1.0,2020.04.04,19,드라마,,1650.0,본대로말하라,2.0,9.0,,1018,73771.0,7792
1043,"정문성,김민재,김인권,고규필,엄지원,현승민,성동일,조민수",20200317,,1.0,2020.04.04,19,드라마,,1650.0,방법,1.0,9.0,,1015,111285.0,5223
1044,,20200329,,1.0,2020.04.04,19,예능,,1650.0,방구석 1열,3.0,12.0,,977,15145.0,9415
1045,"신성록,MichaelK.Lee,차지연,엄기준,한지상,이지나",20200328,,1.0,2020.04.04,19,예능,,1650.0,더블캐스팅,1.0,48.0,,869,12398.0,7262
1046,"이수근,김동현,황제성,황치열,이용진,이진호,이이경,정혁",20200321,,1.0,2020.04.04,19,예능,,1650.0,플레이어2,2.0,8.0,,856,39087.0,6390
1047,"강호동,이수근,은지원,조규현,송민호,표지훈",20200103,,1.0,2020.04.04,19,예능,,1650.0,신서유기7,1.0,4.0,,834,596541.0,2855
1048,"강호동,이수근,은지원,안재현,송민호,표지훈",20181028,,1.0,2020.04.04,19,예능,,1650.0,신서유기5,1.0,2.0,,657,785444.0,2317
1049,,20200403,,1.0,2020.04.04,19,예능,,1650.0,식객 허영만의 백반기행,1.0,1.0,,652,761.0,168
1050,,20200404,,1.0,2020.04.04,19,예능,,1650.0,여자들의 이야기 연구소,0.0,0.0,,641,840.0,57
1051,,20200329,,1.0,2020.04.04,19,드라마,,1650.0,어쩌다 가족,2.0,4.0,,624,11314.0,5937
1052,,20200403,,1.0,2020.04.04,19,예능,,1650.0,너희가 힙합을 아느냐 하이라이트,0.0,0.0,,616,762.0,113
1053,,20190705,,1.0,2020.04.04,19,예능,,1650.0,강식당2,1.0,1.0,,610,571105.0,2002
1054,"김영옥,장동민,최현석",20200331,,1.0,2020.04.04,19,예능,,1650.0,수미네반찬,2.0,5.0,,593,4605.0,2600
1055,"강호동,이수근,은지원,안재현,조규현,송민호,표지훈",20190802,,1.0,2020.04.04,19,예능,,1650.0,강식당3,1.0,3.0,,548,410754.0,1900
1056,"강호동,이수근,은지원,안재현,송민호,표지훈",20181202,,1.0,2020.04.04,19,예능,,1650.0,신서유기6,1.0,1.0,,542,782166.0,1902
1057,"박서준,박민영,이태환,강기영,황찬성,표예진,김혜옥,김병옥,황보라,강홍석",20180726,,1.0,2020.04.04,19,드라마,,1650.0,김비서가 왜 그럴까,1.0,3.0,,541,368171.0,2030
1058,,20200327,,1.0,2020.04.04,19,예능,,1650.0,너희가 힙합을 아느냐,1.0,8.0,,532,4987.0,2975
1059,,20200403,,1.0,2020.04.04,19,예능,,1650.0,끝까지 간다,0.0,0.0,,530,646.0,73
1060,,20200306,,1.0,2020.04.04,19,예능,,1650.0,슈가맨 3,1.0,2.0,,499,99845.0,2030
1061,,20200330,,1.0,2020.04.04,19,예능,,1650.0,내가 스페셜 원! 전 세계 연봉킹 19,1.0,1.0,,497,4636.0,2711
1062,,20191213,,1.0,2020.04.04,19,키즈/애니,,550.0,37화  닮은 사람끼리 견원지간,1.0,2.0,,487,68441.0,1731
1063,,20200326,,1.0,2020.04.04,19,예능,,1650.0,이규연의 스포트라이트,0.0,0.0,,479,1764.0,1021
1064,"임수정,장기용,이다희,전혜진,이재욱,지승현,권해효,김남희,우지현,오아연",20190725,,1.0,2020.04.04,19,드라마,,1650.0,검색어를 입력하세요 WWW,1.0,1.0,,471,400744.0,1642
1065,"강호동,이수근,은지원,안재현,조규현,송민호",20170815,,1.0,2020.04.04,19,예능,,0.0,신서유기 시즌4,2.0,2.0,,470,532881.0,1473
1066,,20200402,,1.0,2020.04.04,19,예능,,1650.0,여왕의 전쟁 : 라스트 싱어,0.0,0.0,,450,767.0,344
1067,,20200331,,1.0,2020.04.04,19,예능,,1650.0,돈길만 걸어요 - 정산회담,1.0,4.0,,439,3438.0,2069
1068,,20200331,,1.0,2020.04.04,19,예능,,1650.0,<비디오 스타>,1.0,10.0,,432,4660.0,2471
1069,"이지은,여진구,신정근,서이숙,배해선,표지훈,조현철,강홍석,이도현,이태선",20190901,,1.0,2020.04.04,19,드라마,,1650.0,호텔 델루나,2.0,3.0,,428,561309.0,1539
1070,,20200401,,1.0,2020.04.04,19,예능,,1650.0,우리 다시 사랑할 수 있을까 시즌2,0.0,0.0,,418,2279.0,1278
1071,,20190928,,1.0,2020.04.04,19,드라마,,0.0,멜로가 체질,1.0,1.0,,409,335968.0,1946
1072,"공지철,이동욱,김고은,유인나,육성재(BTOB)",20170121,,1.0,2020.04.04,19,드라마,,0.0,도깨비,1.0,2.0,,409,900321.0,1317
1073,,20191111,,1.0,2020.04.04,19,키즈/애니,,550.0,제24화 감기에 걸려서 심심해요/아빠가 건강검진을 받는대요/아기 타조의 엄마가 됐어요,2.0,4.0,,403,75694.0,1355
1074,"오햇님,이나은,안인숙,김미구,오수진,하이프래,DashaKim,이혜주,김크리스탈",20200403,,1.0,2020.04.04,19,예능,,1650.0,겟잇뷰티 2020,2.0,2.0,,389,469.0,132
1075,,20200401,,1.0,2020.04.04,19,예능,,1650.0,주간아이돌,3.0,41.0,,387,3103.0,1391
1076,,20180805,,1.0,2020.04.04,19,드라마,,1650.0,라이프온마스,1.0,1.0,,381,219242.0,1357
1077,,20200403,,1.0,2020.04.04,19,드라마,,1650.0,장야2,0.0,0.0,,371,440.0,26
1078,,20200402,,1.0,2020.04.04,19,예능,,1650.0,지구방위대,1.0,1.0,,358,533.0,326
1079,,20200314,,1.0,2020.04.04,19,예능,,1650.0,내일은 미스터트롯,1.0,1.0,,351,35222.0,1504
1080,,20190427,,1.0,2020.04.04,19,키즈/애니,,550.0,타요의 장난감 어드벤처,1.0,1.0,,332,9687.0,217
1081,,20200401,,1.0,2020.04.04,19,예능,,1650.0,한끼줍쇼 외전 - 한끼인의 밥상,0.0,0.0,,318,2114.0,1195
1082,,20200327,,1.0,2020.04.04,19,드라마,,1650.0,눈물의 이별,1.0,7.0,,309,7083.0,3442
1083,,20170822,,1.0,2020.04.04,19,예능/뮤직,,1650.0,신서유기_시즌4_감독판,1.0,2.0,,306,449625.0,1064
1084,"고수,김승욱,이성민,심은경,유태오,방은희,김정팔,최병모,최덕문,송재룡,김",20200305,,1.0,2020.04.04,19,드라마,,1650.0,머니게임,1.0,1.0,,296,49126.0,1511
1085,,20171227,,1.0,2020.04.04,19,드라마,,1650.0,<슬기로운 감빵생활> 비하인드,1.0,5.0,,285,130545.0,981
1086,"도경수,남지현,조성하,조한철,김선호,한소희,김재영,안석환,정해균,이준혁",20181030,,1.0,2020.04.04,19,드라마,,1650.0,백일의낭군님,2.0,16.0,,284,230347.0,1695
1087,,20160116,,1.0,2020.04.04,19,드라마,,1650.0,응답하라1988,1.0,1.0,,281,649175.0,1146
1088,"강호동,이수근,은지원,안재현,조규현,송민호",20170317,,1.0,2020.04.04,19,예능/뮤직,,1650.0,신서유기 시즌3 스페셜,1.0,1.0,,280,340902.0,1081
1089,,20200226,,1.0,2020.04.04,19,예능,,1650.0,놀라운 토요일 도레미마켓 미방분 스페셜,3.0,9.0,,258,37390.0,1105
1090,"박민영,김재욱,안보현,박진주,정제원,김보라,홍서영,맹상훈,김미경,김선영",20190530,,1.0,2020.04.04,19,드라마,,1650.0,그녀의 사생활,1.0,4.0,,256,171939.0,882
1091,,20180517,,1.0,2020.04.04,19,드라마,,1650.0,나의 아저씨,1.0,1.0,,254,299656.0,841
1092,,20180930,,1.0,2020.04.04,19,드라마,,0.0,미스터션샤인,1.0,3.0,,247,382827.0,879
1093,,20200403,,1.0,2020.04.04,19,드라마,,1650.0,"일서사, 미",0.0,0.0,,242,286.0,35
1094,,20191127,,1.0,2020.04.04,19,예능,,1650.0,신서유기 외전  아이슬란드 간 세끼 60분 특별판,1.0,1.0,,234,158675.0,721
1095,"이민기,정소민,박병은,이솜,김민석,김가은,김병옥,김선영,김응수,문희경,황",20171128,,1.0,2020.04.04,19,드라마,,0.0,이번 생은 처음이라,2.0,2.0,,234,318710.0,1044
1096,"지성,한지민,장현덕,강한나,이정은,손종학,박원상,김수진,박재영,오의식,차",20180920,,1.0,2020.04.04,19,드라마,,1650.0,아는와이프,1.0,4.0,,232,147275.0,680
1097,,20170928,,1.0,2020.04.04,19,드라마,,1650.0,굿 닥터 시즌1,0.0,0.0,,231,491.0,189
1098,,20160415,,1.0,2020.04.04,19,예능/뮤직,,1650.0,신서유기 본편 1-23화(최종화),1.0,1.0,,229,247153.0,727
1099,"강호동,이수근,은지원,안재현",20160617,,1.0,2020.04.04,19,예능/뮤직,,1650.0,드래곤볼을 향한 마지막 몸부림!,1.0,1.0,,221,285568.0,737
1100,,20200404,,1.0,2020.04.05,1,드라마,,1650.0,[무삭제판] 부부의 세계,0.0,0.0,,10361,10361.0,0
1101,,20200404,,1.0,2020.04.05,1,드라마,,1650.0,부부의 세계,0.0,0.0,,3359,3359.0,0
1102,,20200404,,1.0,2020.04.05,1,드라마,,1650.0,루갈,0.0,0.0,,3235,3235.0,0
1103,,20200404,,1.0,2020.04.05,1,드라마,,1650.0,유별나 문셰프,0.0,0.0,,481,481.0,0
1104,"신성록,MichaelK.Lee,차지연,엄기준,한지상,이지나",20200404,,1.0,2020.04.05,1,예능,,1650.0,더블캐스팅,0.0,0.0,,464,464.0,0
1105,,20200404,,1.0,2020.04.05,1,예능,,1650.0,속풀이쇼 동치미,0.0,0.0,,40,40.0,0
1106,"김혜인,조이현,김수진,조정석,안연석,정경호,김대명,전미도,김해숙,김갑수",20200402,,1.0,2020.04.05,1,드라마,,1650.0,슬기로운 의사생활,372.0,735.0,,162916,268656.0,120881
1107,,20200402,,1.0,2020.04.05,1,드라마,,1650.0,메모리스트,36.0,51.0,,33315,51630.0,22029
1108,"강호동,김종민,김동현,신동희,유병재,표지훈",20200329,,1.0,2020.04.05,1,예능,,1650.0,대탈출3,90.0,1641.0,,21412,201981.0,98068
1109,,20200401,,1.0,2020.04.05,1,예능,,1650.0,하트시그널 시즌3,48.0,312.0,,19665,76201.0,33383
1110,,20200404,,1.0,2020.04.05,1,예능,,1650.0,아는 형님,0.0,0.0,,15240,15240.0,0
1111,,20200403,,1.0,2020.04.05,1,예능,,1650.0,맛있는 녀석들,2.0,1.0,,13250,14968.0,1572
1112,"김태희,이규형,고보결,서우진,김미경,박수영,김미수,신동미,오의식,윤수미",20200329,,1.0,2020.04.05,1,드라마,,1650.0,하이바이마마,5.0,250.0,,12875,127490.0,61433
1113,,20200402,,1.0,2020.04.05,1,예능,,1650.0,신청곡을 불러드립니다-사랑의 콜센타,24.0,33.0,,12342,19059.0,7183
1114,"신동엽,이혜리,박나래,김동현,문세윤,이민호,표지훈,이준영,김미경",20200328,,1.0,2020.04.05,1,예능,,1650.0,도레미 마켓,5.0,137.0,,11565,96687.0,50025
1115,,20200403,,1.0,2020.04.05,1,예능,,1650.0,너의 목소리가 보여7,11.0,9.0,,8043,9477.0,1321
1116,,20200331,,1.0,2020.04.05,1,드라마,,1650.0,날씨가 좋으면 찾아가겠어요,3.0,74.0,,6117,46870.0,23905
1117,,20200402,,1.0,2020.04.05,1,예능,,1650.0,[어서와 한국은 처음이지?],2.0,5.0,,5480,8573.0,3306
1118,,20200403,,1.0,2020.04.05,1,예능,,1650.0,마포 멋쟁이,0.0,0.0,,5412,6324.0,650
1119,,20200331,,1.0,2020.04.05,1,예능,,1650.0,연애의 참견 시즌3,1.0,8.0,,5318,19960.0,8713
1120,"유재석,조세호",20200325,,1.0,2020.04.05,1,예능,,1650.0,유 퀴즈 온 더 블럭,6.0,68.0,,5186,79774.0,25971
1121,,20200321,,1.0,2020.04.05,1,드라마,,1650.0,이태원 클라쓰,4.0,71.0,,5104,326692.0,22889
1122,"설민석,전현무,이동준,윤소희,장강명,김상욱,문가영",20200330,,1.0,2020.04.05,1,예능,,1650.0,책 읽어드립니다,2.0,28.0,,4593,29335.0,16061
1123,,20200326,,1.0,2020.04.05,1,예능,,1650.0,미스터트롯의 맛,4.0,59.0,,4567,44049.0,21064
1124,,20200402,,1.0,2020.04.05,1,예능,,1650.0,도시어부2 : 대항해 시대,3.0,4.0,,4546,6664.0,2714
1125,,20200329,,1.0,2020.04.05,1,예능,,1650.0,뭉쳐야 찬다,4.0,75.0,,3998,57017.0,30632
1126,"강호동,김종민,신동희,유병재,김동현,표지훈",20190602,,1.0,2020.04.05,1,예능,,1650.0,대탈출2,9.0,51.0,,3442,308617.0,7948
1127,,20200330,,1.0,2020.04.05,1,예능,,1650.0,77억의 사랑,8.0,49.0,,3420,22032.0,11795
1128,"정해인,채수빈,이하나,김성규,이나리,이정은,이승준,강봉성,김정우,우지현",20200331,,1.0,2020.04.05,1,드라마,,1650.0,반의반,2.0,72.0,,3277,25501.0,13323
1129,,20200331,,1.0,2020.04.05,1,예능,,1650.0,세상 어디에도 없는 ′아내의 맛′,8.0,15.0,,3097,24044.0,11551
1130,,20200404,,1.0,2020.04.05,1,예능,,1650.0,트래블러-아르헨티나,0.0,0.0,,2945,2945.0,0
1131,"서지혜,김정현,남경읍,방은진,최대훈,황진희,박형수,윤지영,고규필,임철수",20200216,,1.0,2020.04.05,1,드라마,,1650.0,사랑의 불시착,9.0,28.0,,2739,557464.0,7805
1132,,20200402,,1.0,2020.04.05,1,키즈/애니,,550.0,"5화  위기에 처한 아이들, 귀신 숲의 함정",59.0,121.0,,2596,4708.0,1638
1133,,20200404,,1.0,2020.04.05,1,드라마,,1650.0,"하이바이, 마마! 49일 환생 프로젝트 보고서",0.0,0.0,,2555,2555.0,0
1134,,20190609,,1.0,2020.04.05,1,예능,,1650.0,대탈출2 감독판,1.0,13.0,,2357,173200.0,5567
1135,"송은이,김숙,박나래,장도연",20200326,,1.0,2020.04.05,1,예능,,1650.0,밥블레스유2,1.0,31.0,,2180,32731.0,16267
1136,,20200403,,1.0,2020.04.05,1,예능,,1650.0,내 안의 발라드,3.0,2.0,,2066,2370.0,307
1137,"강호동,김종민,신동희,유병재,김동현,표지훈",20180924,,1.0,2020.04.05,1,예능,,1650.0,대탈출,1.0,2.0,,2047,189770.0,4660
1138,"이승기,김상욱,은지원,송민호,장도연,양정무,이서진,홍진경,한준희,박지윤",20200327,,1.0,2020.04.05,1,예능,,1650.0,금요일 금요일 밤에,1.0,32.0,,2041,37829.0,22871
1139,,20200401,,1.0,2020.04.05,1,예능,,1650.0,차이나는 클라스,1.0,4.0,,1912,5714.0,2894
1140,,20200404,,1.0,2020.04.05,1,예능,,1650.0,JTBC 뉴스룸,0.0,0.0,,1806,66242.0,5496
1141,"박해수,정경호,정수정,임화영,최명수,정웅인,박호산,정민성,안경찬,박형수",20180118,,1.0,2020.04.05,1,드라마,,0.0,슬기로운 감빵생활,2.0,16.0,,1742,400194.0,5163
1142,"이상준,최지용,임건희,신규진,정호철,박나래,김지민,신영일,허영지,박광수",20200322,,1.0,2020.04.05,1,예능,,1650.0,코미디빅리그,1.0,24.0,,1711,40834.0,8103
1143,,20200403,,1.0,2020.04.05,1,예능,,1650.0,모던 패밀리,0.0,0.0,,1432,1639.0,105
1144,"김난도,김영하,김정운,PaulKim",20200403,,1.0,2020.04.05,1,예능,,1650.0,tvN Shift 2020,5.0,3.0,,1428,1600.0,210
1145,,20200330,,1.0,2020.04.05,1,예능,,1650.0,무엇이든 물어보살,1.0,2.0,,1370,6826.0,3202
1146,,20200322,,1.0,2020.04.05,1,드라마,,1650.0,본대로말하라,2.0,9.0,,1335,74088.0,7792
1147,"정문성,김민재,김인권,고규필,엄지원,현승민,성동일,조민수",20200317,,1.0,2020.04.05,1,드라마,,1650.0,방법,1.0,9.0,,1332,111602.0,5223
1148,,20200329,,1.0,2020.04.05,1,예능,,1650.0,방구석 1열,3.0,12.0,,1255,15423.0,9415
1149,"이수근,김동현,황제성,황치열,이용진,이진호,이이경,정혁",20200321,,1.0,2020.04.05,1,예능,,1650.0,플레이어2,2.0,8.0,,1217,39448.0,6390
1150,"강호동,이수근,은지원,조규현,송민호,표지훈",20200103,,1.0,2020.04.05,1,예능,,1650.0,신서유기7,1.0,4.0,,1097,596804.0,2855
1151,"강호동,이수근,은지원,안재현,송민호,표지훈",20181028,,1.0,2020.04.05,1,예능,,1650.0,신서유기5,1.0,2.0,,854,785641.0,2317
1152,"강호동,이수근,은지원,안재현,조규현,송민호,표지훈",20190802,,1.0,2020.04.05,1,예능,,1650.0,강식당3,1.0,3.0,,813,411019.0,1900
